Whereas:
28.  It is important for accident prevention to make public the findings of accident and incident investigations in the shortest time possible.
29.  The safety recommendations resulting from an accident or incident investigation should be always duly taken into account and acted upon if needed to ensure adequate prevention of accidents in civil aviation; the Community dimension of safety recommendations should be also taken into account given that aviation safety is increasingly regulated at the European level.
30.  Experience has shown that reliable lists of people on board an aircraft are sometimes difficult to obtain in a rapid manner and that the data contained on such lists should be protected from unauthorised use or disclosure.
31.  Rights of the victims of air accidents and of their families should be adequately protected.
32.  Directive 95/46/EC should apply to the processing of personal data pursuant to this Regulation.
33.  Since the objectives of this Regulation, namely the establishment of common rules in the field of civil aviation accident and incident investigation cannot be sufficiently achieved by the Member States and can therefore, by reason of Europe-wide scope of this Regulation, be better achieved at Community level, the Community may adopt measures, in accordance with the principle of subsidiarity as set out in Article 5 of the Treaty. In accordance with the principle of proportionality, as set out in that Article, this Regulation does not go beyond what is necessary in order to achieve those objectives.
34.  The measures necessary for the implementation of this Regulation should be adopted in accordance with Council Decision 1999/468/EC of 28 June 1999 laying down the procedures for the exercise of implementing powers conferred on the Commission[11]. In particular the Commission should be empowered to decide on the rules of procedures and the work program of the Network established under this Regulation.
35.  Directive 94/56/EC should therefore be repealed.
HAVE ADOPTED THIS REGULATION:
Article 1
Subject-matter
This Regulation aims to improve aviation safety by ensuring a high level of efficiency and quality of European civil aviation safety investigations, the sole objective of which is the prevention of future accidents and incidents without apportioning blame or liability.
Article 2
Definitions
For the purposes of this Regulation, the following definitions shall apply:
36.  'accident' means an occurrence associated with the operation of an aircraft with the intention of flight which, in the case of a manned aircraft, takes place between the time any person boards the aircraft with the intention of flight until such time as all such persons have disembarked, or in the case of an unmanned aircraft, takes place between the time the aircraft is ready to move with the purpose of flight until such time it comes to rest at the end of the flight and the primary propulsion system is shut down, in which:
37.  a person is fatally or seriously injured as a result of:
38.  being in the aircraft, or
39.  direct contact with any part of the aircraft, including parts which have become detached from the aircraft, or
40.  direct exposure to jet blast,
except when the injuries are from natural causes, self-inflicted or inflicted by other persons, or when the injuries are to stowaways hiding outside the areas normally available to the passengers and crew; or
41.  the aircraft sustains damage or structural failure which adversely affects the structural strength, performance or flight characteristics of the aircraft, and would normally require major repair or replacement of the affected component,
except for engine failure or damage, when the damage is limited to a single engine, its cowlings or accessories; or for damage limited to propellers, wingtips, antennas, probes, vanes, tyres, brakes, wheels, superficial damage to the landing gear, fairings, panels, landing gear doors, damaged windscreens, small dents or puncture holes in the aircraft skin, minor hail or bird strike damage (including holes in the radome); or
42.  the aircraft is missing or is completely inaccessible;
43.  'accredited representative' means a person designated by a State, on the basis of his or her qualifications, for the purpose of participating in an investigation conducted by another State; the designated accredited representative shall normally be from a safety investigation authority;
44.  'adviser' means a person appointed by a State, on the basis of his or her qualifications, for the purpose of assisting its accredited representative in an investigation;
45.  'causes' means actions, omissions, events, conditions, or a combination thereof, which led to the accident or incident; the identification of causes does not imply the assignment of fault or the determination of administrative, civil or criminal liability;
46.  'civil aviation accident and incident' means any accident or incident involving an aircraft not engaged in military, customs, police or similar services;
47.  'fatal injury' means an injury which is sustained by a person in an accident and which results in his/her death within 30 days of the date of the accident;
48.  'flight recorder' means any type of recorder installed in the aircraft for the purpose of facilitating accident/incident safety investigations;
49.  'incident' means an occurrence, other than an accident, associated with the operation of an aircraft which affects or could affect the safety of operation;
50.  'investigator-in-charge' means a person charged, on the basis of his or her qualifications, with responsibility for the organization, conduct and control of a safety investigation;
51.  'operator' means any legal or natural person, operating or proposing to operate one or more aircraft;
52.  'person involved' means the owner, crew or the operator of the aircraft involved in an accident or incident, or any person involved in the provision of air traffic control, flight information or aerodrome services, who has the knowledge of the occurrence of an accident or incident;
53.  'safety investigation' means a process conducted for the purpose of accident and incident prevention which includes the gathering and analysis of information, the drawing of conclusions, including the determination of cause(s) and/or contributing factors and, when appropriate, the making of safety recommendations;
54.  'safety recommendation' means a proposal of a safety investigation authority, based on information derived from a safety investigation or other sources such as safety studies, made with the intention of preventing accidents and incidents;
55.  'serious incident' means an incident involving circumstances indicating that there was a high probability of an accident associated with the operation of an aircraft with the intention of flight (a list of examples of serious incidents is set out in the Annex);
56.  'serious injury' means an injury which is sustained by a person in an accident and which involves one of the following:
57.  hospitalization for more than 48 hours, commencing within seven days from the date the injury was received;
58.  a fracture of any bone (except simple fractures of fingers, toes, or nose);
59.  lacerations which cause severe haemorrhage, nerve, muscle or tendon damage;
60.  injury to any internal organ;
61.  second or third degree burns, or any burns affecting more than 5% of the body surface;
62.  verified exposure to infectious substances or harmful radiation;
63.  'undertaking' means any natural or legal person, whether profit-making or not, or any official body whether having its own legal personality or not;
Article 3
Scope
64.  This Regulation shall apply to safety investigations into civil aviation accidents and incidents:
65.  which have occurred in the territory of the Community, in accordance with the international obligations of the Member States;
66.  involving aircraft registered in a Member State or operated by an undertaking established in a Member State, which have occurred outside the territory of the Community, when such investigations are not carried out by another State;
67.  in which a Member State is entitled, according to international safety standards, to appoint an accredited representative to participate as a State of Registry, State of the Operator, State of Design, State of Manufacture or State providing information, facilities or experts at the request of the State conducting the investigation;
68.  in which a Member State having a special interest by virtue of fatalities or serious injuries to its citizens is permitted by the State conducting the investigation to appoint an expert;
Article 4
Obligation to investigate
69.  Every civil aviation accident or serious incident involving aircraft other than specified in Annex II to the Regulation (EC) No 216/2008 of the European Parliament and of the Council[12] shall be the subject of a safety investigation.
70.  The extent of safety investigations referred to in paragraph 1 and the procedure to be followed in carrying out such safety investigations shall be determined by the safety investigation authority, taking into account the lessons it expects to draw from such investigations for the improvement of safety.
71.  Safety investigation authorities may decide to investigate incidents other than those referred to in paragraph 1 as well as accidents or serious incidents to other types of aircraft, in accordance with the national legislation of the Member States, when they expect to draw safety lessons from them.
72.  Safety investigations referred to in paragraph 1 and 3 shall in no case be concerned with apportioning blame or liability. They shall be separate from and without prejudice to any judicial or administrative proceedings to apportion blame or liability.
Article 5
Civil Aviation Safety Investigation Authority
73.  Each Member State shall ensure that safety investigations are conducted or supervised, without external interference, by a permanent civil aviation safety investigation authority (hereinafter 'safety investigation authority').
74.  The safety investigation authority shall be functionally independent in particular of aviation authorities responsible for airworthiness, certification, flight operation, maintenance, licensing, air traffic control or airport operation and, in general, of any other party whose interests could conflict with the task entrusted to the safety investigation authority or influence its objectivity.
75.  The safety investigation authority shall, in the performance of its duties, neither seek nor take instructions from anybody and shall have unrestricted authority over the conduct of the safety investigations.
76.  The activities entrusted to the safety investigation authority may be extended to the gathering and analysis of aviation safety related data, in particular for accident prevention purposes, in so far as these activities do not affect its independence and entail no responsibility in regulatory, administrative or standards matters.
77.  The safety investigation authority shall be given the means required to carry out its responsibilities independently and shall be able to obtain sufficient resources to do so. In particular:
78.  the head of the safety investigation authority shall be experienced and competent in civil aviation safety and, if possible, in safety investigation;
79.  the investigators shall be afforded status giving them the necessary guarantees of independence;
80.  the safety investigation authority shall comprise at least one investigator able to perform the function of the investigator-in-charge in the event of a major aircraft accident;
81.  the safety investigation authority shall be allocated a functioning budget that would enable the payment of technical examinations and travel expenses;
82.  the safety investigation authority shall dispose, either directly or through arrangements referred to in Article 6, of qualified personnel and adequate facilities, including offices and hangars to enable the storage and examination of the aircraft, its contents and its wreckage;
Article 6
Cooperation between Safety Investigation Authorities
83.  A safety investigation authority from one Member State may request the assistance of safety investigation authorities from other Member States. When available, such assistance shall, as far as possible, be free of charge.
84.  A safety investigation authority may delegate the task of carrying out an investigation into an accident or incident to another safety investigation authority and shall facilitate inquiries by this authority.
85.  For the purpose of the application of paragraphs 1 and 2, safety investigation authorities shall be assisted by the Network referred to in Article 7.
Article 7
European Network of Civil Aviation Safety Investigation Authorities
86.  A European Network of Civil Aviation Safety Investigation Authorities is hereby established (hereinafter 'the Network'). The Network shall be composed of the heads of the safety investigation authorities in each of the Member States or their representatives.
87.  The Network shall coordinate and strengthen cooperation and exchange of information among the safety investigation authorities of the Member States, and facilitate cooperation between them and the Commission and the European Aviation Safety Agency (hereinafter 'EASA'), including through the establishment of a number of central functions.
88.  The Network shall advise the national and Community institutions and may issue recommendations on all aspects related to the development and implementation of civil aviation accident investigation policy and regulation.
89.  The Network shall discharge its mandate in a transparent and independent manner. Its members shall neither seek nor accept instructions from any public or private entity, which could affect the independent status of safety investigations.
90.  The Network shall submit an annual report on its activities to the European Parliament, the Council and the Commission. The report shall be made public.
Article 8
Organisation of the work of the Network
91.  The work of the Network shall be organised according to its rules of procedure. The Network shall elect a chairperson from among its members, for a period no longer than five years. The term of the office of the chairperson shall be renewable.
92.  The Commission and EASA shall be invited and may be represented at all the meetings of the Network and its expert working groups, unless the chairperson of the Network decides, on the basis of the criteria specified in the rules of procedure, that such participation would create a conflict of interest with the tasks of the safety investigation authorities.
93.  The Network shall constitute a body pursuing an aim of general European interest, within the meaning of Article 108 (1)b of the Council Regulation (EC, Euratom) No 1605/2002[13], and shall be entitled to receive support in the form of a grant from the Community budget.
94.  Grants to be awarded to the Network under paragraph 3 shall be subject to an annual work programme, which shall be made public.
95.  Civil aviation safety investigation authorities from European third countries, which apply the principles set out in this Regulation, shall be entitled to participate in the work of the Network. The Network may also invite observers from civil aviation safety investigation authorities of third countries and other experts to attend its meetings.
96.  The safety investigation authorities participating in the work of the Network shall exchange any information available to them in the context of the application of this Regulation and shall take necessary measures to ensure appropriate confidentiality of such information, in accordance with the applicable national or Community legislation.
97.  Without prejudice to Article 287 of the Treaty, where the Commission informs them that the advice requested or the question raised is of a confidential nature, members of the Network as well as observers and any other person concerned shall be under an obligation not to disclose information which has come to their knowledge through the work of the Network or any other meetings organised by the Network according to its rules of procedures. The Commission may decide in such cases that only the members of the Network shall receive such information.
98.  The provisions of this Regulation shall apply without prejudice to Regulation (EC) No 1049/2001 of the European Parliament and of the Council[14].
99.  The rules of procedure of the Network and its work programme shall be decided in accordance with the procedure referred to in Article 24. The chairperson of the Network shall present the draft of the rules of procedure and of the work programme to the Commission.
Article 9
Participation of EASA in safety investigations
100.  Safety investigation authorities of the Member States shall invite EASA to be represented and to participate, within the scope of its competence:
101.  in any safety investigation carried out in the territory of a Member State; the safety investigation authority in charge of the investigation shall release to EASA information available to it, in accordance with paragraph 2;
102.  as an expert in any safety investigation carried out in a third country to which a safety investigation authority of a Member State is invited to designate an accredited representative; the accredited representative shall release to EASA, information available to him/her, in accordance with paragraph 2;
103.  The rights of EASA referred to in paragraph 1, shall confer entitlement to participate, in all aspects of the investigation, under the control of the investigator-in-charge, and in particular to:
104.  visit the scene of the accident and examine the aircraft, its contents and its wreckage;
105.  suggest areas of questioning and obtain witness information as specified in Article 15(1)(a), provided that the witness agrees with his/her statements being released;
106.  have full access to all relevant evidence and receive copies of all pertinent documents, including flight data recorder information, as soon as possible, except confidential information referred to in Article 15(1) points (b) and (c);
107.  participate in the read-outs of flight recorders, except cockpit voice or image recorders;
108.  participate in off-scene investigative activities such as component examinations, tests and simulations, technical briefings and investigation progress meetings, except when related to determination of the causes or formulation of safety recommendations;
109.  comment on the draft final report from the safety investigation, and to have its comments appended to the final report upon request;
110.  EASA shall support the investigation in which it is entitled to participate by supplying information, experts and equipment requested by the safety investigation authority in charge of the investigation referred to in paragraph 1(a) or by the accredited representative referred to in paragraph 1(b).
Article 10
Participation of the State of Design in safety investigations
Accredited representatives for the State of Design, within the scope of Annex 13 to the Convention on International Civil Aviation, shall be appointed by the safety investigation authority of the Member State in the territory of which the principal place of business of the certificate holder for the type design of the aircraft or powerplant is located.
Article 11
Obligation to notify accidents and serious incidents
111.  Any person involved shall notify without delay the competent safety investigation authority of the occurrence of an accident or serious incident falling within the scope of this Regulation.
112.  The safety investigation authority shall notify without delay the Commission, EASA and the Member States concerned of the occurrence of all accidents and serious incidents of which it has been notified.
Article 12
Status of the safety investigators
113.  Upon his appointment by a safety investigation authority and notwithstanding any judicial inquiry, the investigator-in-charge shall be responsible to ensure safe treatment of all evidence material and to maintain safe custody of the aircraft, its contents and its wreckage. He shall have the authority to take control of the site and to take the necessary measures to satisfy the requirements of the safety investigation.
114.  The investigators appointed by a safety investigation authority, shall in particular be entitled to:
115.  have unrestricted and unhampered access to the site of the accident or incident as well as to the aircraft, its contents or its wreckage;
116.  ensure an immediate listing of evidence and controlled removal of debris, or components for examination or analysis purposes;
117.  have immediate access to and control over the contents of the flight recorders and any other recordings;
118.  have immediate access to the results of examination of the bodies of the victims or of tests made on samples taken from the bodies of the victims;
119.  have immediate access to the results of examinations of the people involved in the operation of the aircraft or of tests made on samples taken from such people;
120.  to call and examine witnesses and to require them to furnish or produce information or evidence relevant to the safety investigation;
121.  have free access to any relevant information or records held by the owner, the operator or the manufacturer of the aircraft and by the authorities responsible for civil aviation, provision of air navigation services or aerodrome operation;
122.  The investigator-in-charge shall extend to its experts and advisers as well as to the accredited representatives, their experts and advisers the entitlements listed in paragraph 2, to the extent necessary to enable them effective participation in the safety investigation. This is without prejudice to the rights of the investigators and experts designated by the authority in charge of the judicial inquiry.
Article 13
Coordination of inquires
123.  If a judicial inquiry into the accident is instituted, the investigator-in-charge shall ensure custody of flight recorders and any evidence material by requesting that an official of the judicial authority accompany the flight recorders or material to the place of the read-out or treatment. If examination or analysis of such material may modify, alter or destroy them, prior agreement from the judicial authorities will be required.
124.  If, in the course of the safety investigation, the safety investigation authority suspects that an act of unlawful interference was involved in the accident or incident, the investigator-in-charge shall immediately inform the judicial authorities thereof, at the request of which the control of the accident site shall be transferred to these authorities. Subject to Articles 15 and 16, the relevant information collected in the safety investigation shall be also transferred to these authorities upon their request. This shall be without prejudice to the right of the safety investigation authority, in coordination with the authorities to which the control of the site was transferred, to continue the safety investigation.
125.  To ensure proper coordination of inquires into the causes of accidents and incidents, the safety investigation authority shall cooperate with other authorities in particular through advance arrangements with the judicial, civil aviation, search and rescue and other authorities likely to be involved in the investigation.
Article 14
Preservation of evidence
126.  Pending the arrival of safety investigators, no person shall modify the state of the accident site, nor take any samples there from, nor undertake any movement of or sampling from the aircraft its contents or its wreckage, nor move or remove it, except where such action may be required for safety reasons or to bring assistance to injured persons.
127.  Any person involved shall take all necessary steps to preserve documents, material and recordings in relation to the event, in particular so as to prevent erasure of recordings of conversations and alarms after the flight.
Article 15
Protection of sensitive safety information
128.  Without prejudice to Directive 95/46/EC of the European Parliament and of the Council[15], the following records shall not be made available or used for purposes other than safety investigation:
129.  all witness evidence and other statements, accounts and notes taken or received by the safety investigation authority in the course of the safety investigation, unless the witness agrees with his/her statements being released;
130.  records revealing the identity of persons who have given evidence in the context of the safety investigation;
131.  information collected by the safety investigation authority and relating to persons involved in an accident or incident which is of a particularly sensitive and private nature, including information concerning their health;
132.  material subsequently produced during the course of the investigation such as notes, drafts, opinions written by the investigators, opinions expressed in the analysis of information, including flight recorders information;
133.  information and evidence provided by foreign investigators in accordance with the provisions of international standards and recommended practices for aircraft accident and incident investigation, if so requested by the foreign safety investigation authority;
134.  drafts of the final reports;
135.  Without prejudice to Directive 95/46/EC, the following records shall not be made available or used for purposes other than safety investigation, or other purposes aiming at the improvement of aviation safety:
136.  all communications between persons having been involved in the operation of the aircraft;
137.  recordings and transcriptions of recordings from air traffic control units;
138.  covering letters for the transmission of safety recommendations from the safety investigation authority to the addressee, if so requested by the safety investigation authority issuing the recommendation;
139.  occurrence reports filed under Directive 2003/42/EC of the European Parliament and of the Council[16];
However, the competent authority for the administration of justice in a Member State may decide that the benefits of the disclosure of the records referred to in paragraphs 1 and 2 for any other purposes permitted by law outweighs the adverse domestic and international impact that such action may have on that or any future investigation and on the management of civil aviation safety and that there is an overriding public interest in their disclosure.
140.  EASA shall participate in the exchange and analysis of information covered by Directive 2003/42/EC and shall have online access to all information contained in the central repository established under Commission Regulation (EC) No 1321/2007[17]. Such access shall cover information which directly identifies the operator and the aircraft subject to an occurrence report. EASA shall ensure the confidentiality of such information, and shall limit its use to what is strictly necessary to discharge its safety related obligations.
Article 16
Use of recordings
141.  Except with the consent of all crew members concerned, cockpit voice and image recordings and their transcripts shall not be made available or used for purposes other than safety investigation.
142.  The flight data recorder recordings shall not be made available or used for purposes other than safety investigation, except when such records are:
143.  used for airworthiness or maintenance purposes only; or
144.  de-identified; or
145.  disclosed under secure procedures.
Article 17
Publication of information
The information covered by Articles 15 and 16 shall be included in the final report from the safety investigation only when pertinent to the analysis of the accident or incident. Information or parts of the information not relevant to the analysis shall not be disclosed.
Article 18
Communication of information
146.  The staff of the safety investigation authority, or any other expert or adviser called upon to participate or contribute to the safety investigation shall be bound by professional secrecy under the relevant applicable legislation.
147.  The head of the safety investigation authority in charge of the safety investigation shall communicate information, pertinent to the prevention of an accident or serious incident, to authorities responsible for civil aviation safety, persons responsible for aircraft or aircraft equipment manufacture or maintenance, and to individuals or legal entities responsible for operating aircraft or for training of personnel.
148.  The head of the safety investigation authority is authorised to inform victims and their families or their associations or, make public any information on the factual observations and the proceedings of the safety investigation and possibly preliminary conclusions and/or recommendations, provided that it does not compromise the objectives of the investigation.
Article 19
Investigation report
149.  All safety investigations shall be the subject of a report in a form appropriate to the type and seriousness of the accident or incident. The report shall state that the sole objective of the safety investigation is the prevention of future accidents and incidents without apportioning blame or liability. The report shall contain, where appropriate, safety recommendations.
150.  The report shall protect the anonymity of the persons involved in the accident or incident.
151.  Before publication of the report, the safety investigation authority shall solicit observations from the undertakings concerned, which shall be bound by the rules of professional secrecy with regard to the contents of the consultation. In soliciting such observations, the safety investigation authority shall follow the applicable international standards and recommended practices for aircraft accident and incident investigation.
152.  No person shall disclose or permit to be disclosed any information contained in a report before its publication by the safety investigation authority to any other person without the prior consent in writing of the head of the safety investigation authority concerned.
153.  The safety investigation authority shall make public the final report in the shortest possible time and if possible within twelve months of the date of the accident at the latest.
154.  If the report cannot be released within twelve months, the safety investigation authority shall release an interim report at least at each anniversary of the accident, detailing the progress of the investigation and any safety issues raised.
155.  The safety investigation authority shall forward a copy of the reports and the safety recommendations as soon as possible to the Commission and EASA, except if they are publicly available through electronic means, in which case the safety investigation authority shall only notify them accordingly.
Article 20
Safety recommendations
156.  At any stage of the safety investigation, the safety investigation authority shall recommend in a dated transmittal letter to the undertakings concerned, including those in other Member States or third countries, any preventive action that it considers necessary to be taken promptly.
157.  A safety investigation authority may also issue safety recommendations on the basis of studies or analysis of a series of investigations or any other activities carried out in accordance with Article 5(4).
158.  A safety recommendation shall in no case create a presumption of blame or liability for an accident or incident.
Article 21
Follow-up to safety recommendations and safety recommendations database
159.  The addressee of a safety recommendation shall acknowledge its receipt and inform the safety investigation authority which issued the recommendation within 90 days of the receipt of the transmittal letter, of the actions it intends to take and, where appropriate, of the time necessary for their completion.
160.  Within 60 days of the receipt of the reply, the safety investigation authority shall inform the addressee whether or not it considers the reply satisfactory and give justification thereto.
161.  Each safety investigation authority shall implement procedures to record the responses to the safety recommendation issued.
162.  Each entity receiving safety recommendations, including the authorities responsible for civil aviation safety at the Member State and Community level shall implement procedures to monitor the progress of the action taken in response to the safety recommendations received.
163.  Safety investigation authorities shall record in the central repository established under Regulation (EC) No 1321/2007 all safety recommendations issued in accordance with Article 20(1) and (2) as well as the responses thereto. Safety investigation authorities shall similarly record in the central repository all safety recommendations received from third countries.
Article 22
Availability of passenger lists
164.  Community airlines and airlines departing from an airport located in the territory of a Member State to which the Treaty applies, shall implement procedures allowing to produce a list of all the persons on board an aircraft within one hour of the notification of the occurrence of an accident to this aircraft.
165.  The list shall be available for the safety investigation authority in charge of the investigation, the authority designated by each Member State to liaise with the families of the passengers and, if necessary, to medical units which may need the information for the treatment of victims.
166.  The list shall not be publicly available before all families of the passengers have been informed by the relevant authorities. Member States may decide to keep the list confidential.
167.  Processing of the data contained in the list shall be without prejudice to Directive 95/46/EC.
Article 23
Assistance to the victims of air accidents and their families
168.  The Member States shall ensure that a plan for the assistance of the victims of civil aviation accidents and their families is set up at national level.
169.  Member State or a third country, which has a special interest in an accident which has occurred in the territory of the Community by virtue of fatalities or serious injuries to its citizens shall be entitled to appoint an expert who shall have the right to:
170.  visit the scene of the accident,
171.  have access to the relevant factual information, which is approved for public release by the safety investigation authority in charge of the investigation, and information on the progress of the investigation,
172.  receive a copy of the final report.
173.  An expert appointed in accordance with paragraph 2 may assist, subject to applicable legislation in force, in identification of the victims and in meetings with the survivors of its State.
Article 24
Committee
174.  The Commission shall be assisted by a committee
175.  Where reference is made to this paragraph, Articles 3 and 7 of Decision 1999/468/EC shall apply, having regard to the provisions of Article 8 thereof.
Article 25
Penalties
Member States shall lay down the rules on penalties applicable to infringement of the provisions of this Regulation. The penalties provided for shall be effective, proportionate and dissuasive and shall, in particular, allow sanctioning any person who, contrary to this Regulation:
-  releases information protected by this Regulation;
-  obstructs the actions of a safety investigation authority, in particular by preventing the investigators from performing their duties or refusing to provide useful recordings, material, information and documents, hiding, altering or destroying them;
-  having knowledge of an occurrence of the accident or incident does not inform the relevant authorities of this fact.
Article 26
Repeals
Council Directive No 94/56/EC is repealed.
Article 27
Entry into force
This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union .
This Regulation shall be binding in its entirety and directly applicable in all Member States.
Done at Brussels,
For the European Parliament For the Council
The President The President
ANNEX
LIST OF EXAMPLES OF SERIOUS INCIDENTS
The incidents listed are typical examples of incidents that are likely to be serious incidents. The list is not exhaustive and only serves as guidance to the definition of 'serious incident':
-  A near collision requiring an avoidance manoeuvre to avoid a collision or an unsafe situation or when an avoidance action would have been appropriate.
-  Controlled flight into terrain only marginally avoided.
-  Aborted take-off on a closed or engaged runway.
-  Take-offs from a closed or engaged runway with marginal separation from obstacle(s).
-  Landing or attempted landing on a closed or engaged runway.
-  Gross failures to achieve predicted performance during take-off or initial climb.
-  Fires and smoke in the passenger compartment, in cargo compartments or engine fires, even though such fires were extinguished by the use of extinguishing agents.
-  Events requiring the emergency use of oxygen by the flight crew.
-  Aircraft structural failure or engine disintegration, including uncontained turbine engine failures, not classified as an accident.
-  Multiple malfunctions of one or more aircraft systems seriously affecting the operation of the aircraft.
-  Flight crew incapacitation in flight.
-  Fuel quantity requiring the declaration of an emergency by the pilot.
-  Take-off or landing incidents. Incidents such as undershooting, overrunning or running off the side of runways.
-  System failures, weather phenomena, operation outside the approved flight envelope or other occurrences which could have caused difficulties controlling the aircraft.
-  Failure of more than one system in a redundancy system mandatory for flight guidance and navigation
LEGISLATIVE FINANCIAL STATEMENT
1. NAME OF THE PROPOSAL:
Proposal for a Regulation of the European Parliament and of the Council on investigation and prevention of accidents and incidents in civil aviation
2. ABM / ABB FRAMEWORK
06: Energy and Transport
06 02: Inland, Air and Maritime Transport
3. BUDGET LINES
3.1. Budget lines (operational lines and related technical and administrative assistance lines (ex- B..A lines)) including headings:
06 02 03: Support activities to the European transport policy and passenger rights
3.2. Duration of the action and of the financial impact:
Start: 2010 end: not determined
3.3. Budgetary characteristics :
Budget line | Type of expenditure | New | EFTA contribution | Contributions from applicant countries | Heading in financial perspective |
06 02 03 | Non-comp | Diff | NO | NO | NO | No [1a] |
4. SUMMARY OF RESOURCES
4.1. Financial Resources
4.1.1. Summary of commitment appropriations (CA) and payment appropriations (PA)
EUR million (to 3 decimal places)
Expenditure type | Section no. | Year n | n + 1 | n + 2 | n + 3 | n + 4 | n + 5 and later | Total |
Operational expenditure[18] |
Commitment Appropriations (CA) | 8.1. | a | 0.6 | 0.6 | 0.6 | 0.6 | 0.6 | 0.6 | 3.6 |
Payment Appropriations (PA) | b | 0.6 | 0.6 | 0.6 | 0.6 | 0.6 | 0.6 | 3.6 |
Administrative expenditure within reference amount[19] |
Technical & administrative assistance (NDA) | 8.2.4. | c |
TOTAL REFERENCE AMOUNT |
Commitment Appropriations | a+c | 0.6 | 0.6 | 0.6 | 0.6 | 0.6 | 0.6 | 3.6 |
Payment Appropriations | b+c | 0.6 | 0.6 | 0.6 | 0.6 | 0.6 | 0.6 | 3.6 |
Administrative expenditure not included in reference amount[20] |
Human resources and associated expenditure (NDA) | 8.2.5. | d |
Administrative costs, other than human resources and associated costs, not included in reference amount (NDA) | 8.2.6. | e |
Total indicative financial cost of intervention |
TOTAL CA including cost of Human Resources | a+c+d+e | 0.6 | 0.6 | 0.6 | 0.6 | 0.6 | 0.6 | 3.6 |
TOTAL PA including cost of Human Resources | b+c+d+e | 0.6 | 0.6 | 0.6 | 0.6 | 0.6 | 0.6 | 3.6 |
Co-financing details
If the proposal involves co-financing by Member States, or other bodies (please specify which), an estimate of the level of this co-financing should be indicated in the table below (additional lines may be added if different bodies are foreseen for the provision of the co-financing):
EUR million (to 3 decimal places)
Co-financing body | Year n | n + 1 | n + 2 | n + 3 | n + 4 | n + 5 and later | Total |
All Member States (total) | f | 0.6 | 0.6 | 0.6 | 0.6 | 0.6 | 0.6 | 3.6 |
TOTAL CA including co-financing | a+c+d+e+f | 1.2 | 1.2 | 1.2 | 1.2 | 1.2 | 1.2 | 7.2 |
4.1.2. Compatibility with Financial Programming
( Proposal is compatible with existing financial programming.
( Proposal will entail reprogramming of the relevant heading in the financial perspective.
( Proposal may require application of the provisions of the Interinstitutional Agreement[21] (i.e. flexibility instrument or revision of the financial perspective).
