Elspeth ATTWOOLL,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=19,20.07.2004
Marie-Hélène AUBERT,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=20,20.07.2004
Jean-Pierre AUDY,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=739,11.06.2005
Margrete AUKEN,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=21,20.07.2004
Inés AYALA SENDER,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=22,20.07.2004
Liam AYLWARD,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=23,20.07.2004
Pilar AYUSO,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=24,20.07.2004
Peter BACO,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=26,20.07.2004
Maria BADIA i CUTCHET,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=27,20.07.2004
Mariela Velichkova BAEVA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=821,06.06.2007
Etelka BARSI-PATAKY,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=29,20.07.2004
Paolo BARTOLOZZI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=891,23.06.2008
Enrique BARÓN CRESPO,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=28,20.07.2004
Domenico Antonio BASILE,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=822,17.06.2008
Gerard BATTEN,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=30,20.07.2004
Alessandro BATTILOCCHIO,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=31,20.07.2004
Katerina BATZELI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=32,20.07.2004
Edit BAUER,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=33,20.07.2004
Jean Marie BEAUPUY,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=34,20.07.2004
Christopher BEAZLEY,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=35,20.07.2004
Zsolt László BECSEY,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=36,20.07.2004
Glenn BEDINGFIELD,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=895,29.10.2008
Angelika BEER,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=37,20.07.2004
Bastiaan BELDER,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=39,20.07.2004
Ivo BELET,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=40,20.07.2004
Irena BELOHORSKÁ,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=41,20.07.2004
Jean-Luc BENNAHMIAS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=42,20.07.2004
Rolf BEREND,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=44,20.07.2004
Maria BERGER,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=47,12.12.2008
Sergio BERLATO,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=48,20.07.2004
Giovanni BERLINGUER,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=49,20.07.2004
Thijs BERMAN,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=50,20.07.2004
Pervenche BERÈS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=45,20.07.2004
Monika BEŇOVÁ,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=43,20.07.2004
Adam BIELAN,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=53,20.07.2004
Slavi BINEV,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=896,06.06.2007
Šarūnas BIRUTIS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=54,20.07.2004
Johannes BLOKLAND,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=55,20.07.2004
Godfrey BLOOM,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=56,20.07.2004
Jana BOBOŠÍKOVÁ,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=57,20.07.2004
Sebastian Valentin BODU,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=823,10.12.2007
Guy BONO,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=62,20.07.2004
Vito BONSIGNORE,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=63,20.07.2004
Mario BORGHEZIO,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=65,20.07.2004
Josep BORRELL FONTELLES,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=66,20.07.2004
Erminio Enzo BOSO,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=824,23.06.2008
Costas BOTOPOULOS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=826,01.10.2007
Catherine BOURSIER,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=827,18.05.2008
John BOWIS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=70,20.07.2004
Sharon BOWLES,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=71,12.05.2005
Emine BOZKURT,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=72,20.07.2004
Victor BOŞTINARU,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=825,10.12.2007
Philip BRADBOURN,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=73,20.07.2004
Iles BRAGHETTO,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=741,28.07.2005
Mihael BREJC,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=74,20.07.2004
Frieda BREPOELS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=75,20.07.2004
Hiltrud BREYER,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=76,20.07.2004
André BRIE,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=78,20.07.2004
Elmar BROK,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=79,20.07.2004
Danutė BUDREIKAITĖ,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=81,20.07.2004
Kathalijne Maria BUITENWEG,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=83,20.07.2004
Wolfgang BULFON,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=828,18.01.2007
Udo BULLMANN,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=84,20.07.2004
Nicodim BULZESC,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=829,10.12.2007
Colm BURKE,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=830,19.06.2007
Philip BUSHILL-MATTHEWS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=86,20.07.2004
Niels BUSK,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=87,20.07.2004
Philippe BUSQUIN,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=88,13.09.2004
Simon BUSUTTIL,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=89,20.07.2004
Jerzy BUZEK,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=90,20.07.2004
Cristian Silviu BUŞOI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=831,01.01.2007
Reimer BÖGE,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=58,20.07.2004
Herbert BÖSCH,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=59,20.07.2004
Jan BŘEZINA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=77,20.07.2004
Milan CABRNOCH,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=91,20.07.2004
Maddalena CALIA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=832,12.09.2008
Martin CALLANAN,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=93,20.07.2004
Mogens CAMRE,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=94,20.07.2004
Luis Manuel CAPOULAS SANTOS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=95,20.07.2004
Marco CAPPATO,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=752,08.05.2006
Marie-Arlette CARLOTTI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=96,20.07.2004
Carlos CARNERO GONZÁLEZ,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=98,20.07.2004
Giorgio CAROLLO,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=99,20.07.2004
David CASA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=100,20.07.2004
Paulo CASACA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=101,20.07.2004
Michael CASHMAN,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=102,20.07.2004
Carlo CASINI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=753,08.05.2006
Daniel CASPARY,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=103,20.07.2004
Françoise CASTEX,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=104,20.07.2004
Giusto CATANIA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=107,20.07.2004
Jean-Marie CAVADA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=108,20.07.2004
Charlotte CEDERSCHIÖLD,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=109,20.07.2004
Alejandro CERCAS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=110,20.07.2004
Jorgo CHATZIMARKAKIS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=112,20.07.2004
Giles CHICHESTER,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=113,20.07.2004
Giulietto CHIESA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=114,20.07.2004
Călin Cătălin CHIRIŢĂ,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=929,22.12.2008
Zdzisław Kazimierz CHMIELEWSKI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=115,20.07.2004
Ole CHRISTENSEN,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=116,20.07.2004
Sylwester CHRUSZCZ,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=117,20.07.2004
Desislav CHUKOLOV,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=919,06.06.2007
Fabio CIANI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=833,16.05.2008
Philip CLAEYS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=119,20.07.2004
Derek Roland CLARK,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=120,20.07.2004
Luigi COCILOVO,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=121,20.07.2004
Carlos COELHO,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=122,20.07.2004
Daniel COHN-BENDIT,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=123,20.07.2004
Trevor COLMAN,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=897,01.10.2008
Richard CORBETT,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=124,20.07.2004
Dorette CORBEY,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=125,20.07.2004
Giovanna CORDA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=898,31.08.2007
Thierry CORNILLET,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=126,20.07.2004
Paolo COSTA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=128,20.07.2004
Jean Louis COTTIGNY,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=129,20.07.2004
Paul Marie COÛTEAUX,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=130,20.07.2004
Michael CRAMER,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=132,20.07.2004
Jan CREMERS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=834,30.04.2008
Corina CREŢU,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=781,01.01.2007
Gabriela CREŢU,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=782,01.01.2007
Brian CROWLEY,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=133,20.07.2004
Magor Imre CSIBI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=835,10.12.2007
Marek Aleksander CZARNECKI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=134,20.07.2004
Ryszard CZARNECKI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=135,20.07.2004
Hanne DAHL,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=836,09.05.2008
Joseph DAUL,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=137,20.07.2004
Dragoş Florin DAVID,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=893,10.12.2007
Chris DAVIES,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=138,20.07.2004
Antonio DE BLASIO,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=764,31.07.2006
Véronique DE KEYSER,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=142,20.07.2004
Gianni DE MICHELIS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=144,20.07.2004
Proinsias DE ROSSA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=147,20.07.2004
Marielle DE SARNEZ,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=148,20.07.2004
Christine DE VEYRAC,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=153,20.07.2004
Mia DE VITS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=154,20.07.2004
Arūnas DEGUTIS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=140,20.07.2004
Jean-Luc DEHAENE,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=141,20.07.2004
Panayiotis DEMETRIOU,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=143,20.07.2004
Jean-Paul DENANOT,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=899,06.10.2008
Gérard DEPREZ,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=146,20.07.2004
Marie-Hélène DESCAMPS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=149,20.07.2004
Albert DESS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=151,20.07.2004
Nirj DEVA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=152,20.07.2004
Gintaras DIDŽIOKAS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=157,20.07.2004
Koenraad DILLEN,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=159,20.07.2004
Giorgos DIMITRAKOPOULOS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=160,20.07.2004
Jolanta DIČKUTĖ,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=156,20.07.2004
Alexandra DOBOLYI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=163,20.07.2004
Beniamino DONNICI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=838,14.11.2007
Bert DOORN,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=165,20.07.2004
Brigitte DOUAY,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=166,20.07.2004
Den DOVER,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=167,20.07.2004
Avril DOYLE,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=168,20.07.2004
Konstantinos DROUTSAS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=839,03.06.2008
Mojca DRČAR MURKO,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=169,20.07.2004
Petr DUCHOŇ,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=170,20.07.2004
Andrew DUFF,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=172,20.07.2004
Árpád DUKA-ZÓLYOMI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=174,20.07.2004
Constantin DUMITRIU,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=840,10.12.2007
Harlem DÉSIR,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=150,20.07.2004
Agustín DÍAZ DE MERA GARCÍA CONSUEGRA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=155,20.07.2004
Bárbara DÜHRKOP DÜHRKOP,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=171,20.07.2004
Daniel DĂIANU,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=837,10.12.2007
Vasilica Viorica DĂNCILĂ,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=938,21.01.2009
Michl EBNER,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=176,20.07.2004
Christian EHLER,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=177,20.07.2004
Lena EK,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=178,20.07.2004
Saïd EL KHADRAOUI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=179,20.07.2004
James ELLES,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=180,20.07.2004
Maria da Assunção ESTEVES,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=181,20.07.2004
Edite ESTRELA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=182,20.07.2004
Harald ETTL,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=183,20.07.2004
Jill EVANS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=185,20.07.2004
Jonathan EVANS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=186,20.07.2004
Robert EVANS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=187,20.07.2004
Hynek FAJMON,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=188,20.07.2004
Richard FALBR,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=189,20.07.2004
Nigel FARAGE,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=190,20.07.2004
Carlo FATUZZO,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=191,20.07.2004
Claudio FAVA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=192,20.07.2004
Szabolcs FAZAKAS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=193,20.07.2004
Markus FERBER,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=194,20.07.2004
Emanuel Jardim FERNANDES,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=195,20.07.2004
Fernando FERNÁNDEZ MARTÍN,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=196,20.07.2004
Francesco FERRARI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=841,05.07.2007
Anne FERREIRA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=197,20.07.2004
Elisa FERREIRA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=198,20.07.2004
Ilda FIGUEIREDO,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=199,20.07.2004
Roberto FIORE,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=843,16.05.2008
Christofer FJELLNER,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=200,20.07.2004
Věra FLASAROVÁ,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=201,20.07.2004
Hélène FLAUTRE,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=202,20.07.2004
Karl-Heinz FLORENZ,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=203,20.07.2004
Alessandro FOGLIETTA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=204,20.07.2004
Hanna FOLTYN-KUBICKA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=748,07.12.2005
Nicole FONTAINE,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=205,20.07.2004
Glyn FORD,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=206,20.07.2004
Janelly FOURTOU,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=208,20.07.2004
Brigitte FOURÉ,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=844,10.01.2008
Carmen FRAGA ESTÉVEZ,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=209,20.07.2004
Juan FRAILE CANTÓN,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=845,07.04.2008
Armando FRANÇA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=847,15.10.2007
Monica FRASSONI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=210,20.07.2004
Duarte FREITAS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=211,20.07.2004
Ingo FRIEDRICH,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=212,20.07.2004
Daniel Petru FUNERIU,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=930,22.12.2008
Göran FÄRM,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=900,01.02.2007
Urszula GACEK,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=848,06.12.2007
Michael GAHLER,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=214,20.07.2004
Gerardo GALEOTE,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=217,20.07.2004
Vicente Miguel GARCÉS RAMÓN,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=849,27.09.2007
Iratxe GARCÍA PÉREZ,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=219,20.07.2004
José Manuel GARCÍA-MARGALLO Y MARFIL,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=218,20.07.2004
Elisabetta GARDINI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=846,30.05.2008
Giuseppe GARGANI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=220,20.07.2004
Salvador GARRIGA POLLEDO,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=221,20.07.2004
Patrick GAUBERT,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=222,20.07.2004
Jean-Paul GAUZÈS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=223,20.07.2004
Jas GAWRONSKI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=224,20.07.2004
Milan GAĽA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=216,20.07.2004
Evelyne GEBHARDT,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=225,20.07.2004
Eugenijus GENTVILAS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=226,20.07.2004
Georgios GEORGIOU,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=850,01.10.2007
Lidia Joanna GERINGER de OEDENBERG,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=228,20.07.2004
Roland GEWALT,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=744,27.10.2005
Claire GIBAULT,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=229,20.07.2004
Adam GIEREK,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=230,20.07.2004
Maciej Marian GIERTYCH,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=231,20.07.2004
Neena GILL,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=232,20.07.2004
Monica GIUNTINI,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=901,17.10.2008
Ioannis GKLAVAKIS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=233,20.07.2004
Norbert GLANTE,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=234,20.07.2004
Béla GLATTFELDER,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=235,20.07.2004
Robert GOEBBELS,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=236,20.07.2004
Lutz GOEPEL,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=237,20.07.2004
Bogdan GOLIK,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=238,20.07.2004
Bruno GOLLNISCH,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=239,20.07.2004
Ana Maria GOMES,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=240,20.07.2004
Alfred GOMOLKA,http://old.votewatch.eu/cx_mep_details.php?euro_parlamentar_id=241,20.07.2004
